timestamp,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
40179,11.22882266,4.975986783,-2.294566512,-1.924387019,0.495423688,0.907574629,-2.165905806,-2.611205239,-3.167517374,-0.203709538,2.098078861,0.957943535,0.054408186,-0.02050789,-0.241611788,-0.089978279,0.439868793,0.332711702,0.834154722,-0.557733885
40180,10.83407942,4.805086917,-2.057108035,-2.014333589,0.89204192,0.390974767,0.567295986,-1.227240644,0.736300684,-0.980280219,-0.398579786,-1.2007245,-0.194510135,-0.486896672,-0.289768824,-0.907897091,-0.165570395,0.020849197,0.172233206,0.115683217
40181,11.08051978,5.229001579,-2.080457924,-1.542907459,0.654068199,1.551351458,-0.70371668,-1.049924606,-3.556968121,1.016540666,2.213430745,0.887721841,0.112833262,-0.184419029,-0.057901977,-0.60821438,0.637484232,0.288334615,0.335281187,0.114992044
40182,10.69693856,4.893479914,-1.999874164,-2.128825748,1.128635255,0.255497273,0.72989081,-1.388047042,0.449896315,-0.054047254,-1.299529374,-0.694343209,0.030038391,-0.380113875,0.902083884,0.088641104,0.442227121,0.488776524,0.512588279,-0.239872166
40183,10.99761631,5.216982784,-2.051080219,-1.553378496,0.569124371,1.363011477,-1.731591588,-1.454600706,-2.927293155,1.431709715,1.926522202,1.49368367,-0.328535251,0.136217691,-0.440807677,-0.068814238,0.54946159,0.260307284,0.531989101,-0.005933014
40184,10.90760532,4.690083021,-2.009502054,-2.074906854,0.998512047,0.388877942,0.845594675,-1.426157013,-0.010112658,-0.701615,-0.979489797,-1.691718065,0.067979542,-0.556472897,0.152945976,-0.95598018,-0.121172067,-0.034282179,0.162702983,-0.070346343
40185,11.20110855,5.017874812,-2.206472579,-1.738991475,0.454538436,1.044721278,-1.649422945,-2.403184309,-3.768432536,-0.098741545,1.762850125,0.569863702,0.05044971,-0.129273674,-0.082618216,-0.353499808,0.417049327,0.327751389,0.54849141,-0.318697091
40186,10.8544111,4.807921334,-2.073712947,-2.02219978,0.885337976,0.202375652,0.774600083,-1.277366342,0.437357818,-1.017306224,-0.601469764,-1.311167691,-0.244642722,-0.657158236,-0.155193809,-0.721037321,-0.030635717,0.067896678,0.192956043,-0.019553007
40187,10.97394103,5.240354615,-2.08987135,-1.741272625,0.716301505,1.260472524,-0.668983285,-1.168142851,-3.505508995,1.261085653,2.078167049,1.241588463,0.207684217,-0.37324378,0.247262729,-0.154969751,0.832683273,0.218190602,0.345490079,-0.149559663
40188,11.12057373,5.184864723,-2.117904085,-1.517959743,0.418164042,1.138648002,-1.331522252,-1.303955147,-3.583615752,0.845739527,1.795077178,1.164038223,-0.099092165,-0.048288282,-0.308342114,-0.270716313,0.58332385,0.185596534,0.214851044,-0.141677656
40189,11.24275924,5.111326187,-2.17555698,-1.584304825,0.428208373,1.105867756,-1.461145749,-1.453642695,-3.636551561,0.658389571,1.737638634,0.986039662,-0.014022172,-0.046204032,-0.271485971,-0.174868944,0.667187873,0.240598159,0.411152716,-0.315703828
40190,10.77056358,5.098836763,-1.987879412,-1.715639066,0.877056097,0.541389576,1.1498296,-0.070496442,0.606271191,0.523794916,-1.027509905,-0.702723387,-0.239873329,-0.469121647,-0.043835471,0.004186902,0.516341932,0.046377137,0.273644148,0.071438084
40191,10.85050055,4.993286791,-2.022959328,-1.848875617,0.88079379,0.408378927,0.773887557,-0.689181797,0.578400181,-0.312441112,-0.958496579,-0.733203112,-0.283937828,-0.357414298,-0.049273212,-0.375141998,0.159801988,0.118822902,0.187886631,-0.019149985
40192,11.16149525,4.917390136,-2.091379212,-1.899318051,0.590895049,1.134890025,-1.847797572,-2.403250421,-3.540020562,0.088201678,1.961898537,0.716561225,0.196756366,-0.078567219,0.012468854,-0.785129707,0.170407027,0.345612195,0.058517757,-0.188041271
40193,11.21856009,5.164954433,-2.128259426,-1.625779791,0.585213277,1.397573075,-1.40649902,-1.39289972,-3.17978588,0.769546571,2.143634821,1.153300266,-0.183573457,0.070309364,-0.553020051,-0.25605333,0.53537809,0.2549703,0.427183402,-0.101523121
40194,11.21570234,5.106639039,-2.09642701,-1.729641047,0.704134309,1.335117976,-1.195749643,-1.682676364,-3.617737642,1.050178002,1.748378631,0.890509228,-0.087199979,-0.085037572,-0.261772432,-0.127370204,0.538326581,0.170134826,0.465928672,-0.174024833
40195,11.26427893,5.14477391,-2.134997375,-1.664159103,0.622068429,1.401474843,-1.050452154,-1.334460617,-3.490550765,0.712162171,2.089579821,0.943678601,-0.082214462,-0.047007686,-0.372336846,-0.251167498,0.555208381,0.193891841,0.409049883,-0.182260978
40196,11.18757488,5.177217756,-2.093700195,-1.605643963,0.625516773,1.580346874,-0.964778702,-1.083671899,-3.348665172,0.972590308,2.220020553,1.003231953,-0.053698676,0.004486331,-0.432900387,-0.369372305,0.542306998,0.116123434,0.388775612,-0.020426984
40197,10.82331105,5.036483818,-1.953528931,-1.75108292,0.954048952,0.445024656,0.88757576,-0.236003611,0.581589488,0.717964851,-1.148375027,-0.702505885,-0.346293447,-0.532746244,-0.313000511,-0.127913464,0.18850756,0.038338992,0.180395615,0.404932957
40198,11.16165289,5.117661797,-2.155852193,-1.688486424,0.460735173,0.987140732,-1.269704779,-1.290468186,-3.569877912,0.78524314,1.917897747,1.28033364,-0.030498962,-0.191423437,-0.298313945,-0.242154165,0.503692707,-0.032274337,0.076984223,-0.233487781
40199,11.22005208,5.127425686,-2.150299527,-1.743783767,0.600548659,1.316704418,-1.210528563,-1.319223986,-3.302432125,0.806480185,2.178721096,1.119003476,-0.018158176,-0.117301304,-0.388776473,-0.245743089,0.533406751,0.036451075,0.379661071,-0.247049509
40200,10.84845154,4.924554242,-2.051931633,-1.9817188,0.927795529,0.162595029,0.862530767,-0.795714495,0.410217522,-0.134135138,-1.034640476,-0.758005357,-0.231856685,-0.560608511,0.048803918,-0.23857824,0.195080853,-0.062302979,0.130489684,-0.177828184
40201,11.11515217,5.116981794,-2.132637492,-1.758062307,0.597811662,1.255569333,-1.799728715,-1.810122951,-2.935531338,0.903370884,2.120697871,1.282072581,-0.252982672,-0.022484795,-0.447809369,-0.123790771,0.404648276,0.14744534,0.615780224,-0.202992735
40202,10.82647377,4.945998211,-2.019134862,-1.997823127,0.981687432,0.682874245,1.061758891,-0.595724966,0.299204348,-0.083740246,-0.217915607,-0.749521247,-0.1798921,-0.533075512,0.068756963,-0.472993308,0.069833947,-0.166230606,0.354973671,-0.069592147
40203,11.19825525,5.15261354,-2.170029439,-1.751783328,0.608818766,1.262658287,-1.23593055,-1.487711754,-3.265764237,0.728993063,2.207844191,1.107993792,-0.048565804,-0.149296606,-0.368452178,-0.137813389,0.546942602,0.095897315,0.44707872,-0.27287646
40204,10.81970326,4.975411533,-2.074733614,-1.983423255,0.915050266,0.289670546,1.138086704,-0.573628819,0.505345551,-0.298888427,-0.74587499,-0.72426927,-0.112967933,-0.573131114,0.1502819,-0.227363083,0.213664468,-0.094208473,0.192852979,-0.175476433
40205,11.14613316,5.24701315,-2.166267636,-1.714728594,0.611209996,1.293916777,-1.299463459,-1.27516979,-3.00149401,1.05986331,2.191420769,1.464687423,-0.117516956,-0.081806226,-0.382504805,0.127047444,0.681776452,0.111155407,0.540986725,-0.286579646
40206,11.28383146,5.036331708,-2.278302534,-1.818156318,0.4918005,0.980336513,-1.09911273,-1.877842939,-3.655426756,-0.297707239,2.479007234,0.594010849,0.091325849,-0.371913931,-0.295543046,-0.457941299,0.359681688,0.081508817,0.301383044,-0.416513675
40207,11.17941163,5.158553925,-2.173390685,-1.647284339,0.615153969,1.241883154,-1.315764592,-1.867164039,-3.530234445,0.841050875,1.861226578,0.809981569,-0.090774279,-0.106430713,-0.264691263,0.02450409,0.60771698,0.286049956,0.652376415,-0.175780393
40208,11.13566226,5.186807903,-2.126807705,-1.689151144,0.579236567,1.290759365,-2.196132282,-1.759779487,-2.673626173,1.143572801,1.985543086,1.541427631,-0.163490707,0.195872719,-0.619446013,0.0094704,0.564904665,0.304279522,0.506970881,-0.170384189
40209,10.81303988,4.978359335,-1.996897574,-1.979021815,1.050154248,0.544345972,0.739766869,-0.65708212,0.990527497,0.173104146,-0.642233557,-0.669364528,-0.285947332,-0.4047129,-0.241459999,-0.337591329,0.194122719,-0.025739608,0.265665828,-0.048811667
40210,10.79559502,4.998751838,-1.969282895,-1.919357265,1.070285483,1.019049374,0.14011809,-0.935489873,1.495896488,0.445366157,-0.551944836,-0.894487715,-0.26060784,0.274650972,-0.041699093,-0.322889212,0.12709004,-0.188775691,0.246544446,-0.185934289
40211,10.80044056,4.990367537,-1.966171584,-1.920621639,1.084017793,0.937942462,0.070154171,-1.090888377,1.333961184,0.555443237,-0.798315203,-0.980428358,-0.194605793,0.218380443,-0.100959177,-0.325268003,0.188986468,-0.201917954,0.170437574,-0.131057991
40212,10.82014412,4.93457228,-1.988870121,-1.951809762,1.074685668,0.887675378,-0.007018954,-1.331315758,1.251242531,0.357216367,-0.791294368,-1.201069496,-0.178802484,0.153306364,-0.11238618,-0.422481653,0.136293133,-0.203437666,0.243309708,-0.15498231
40213,10.7014593,4.978224581,-1.988077393,-2.027784685,1.098756356,0.679789017,0.050634196,-1.403331781,1.25949695,0.697884467,-0.888345198,-0.99118964,-0.165408376,-0.034644537,0.036127417,-0.146909195,0.199687066,-0.331278843,0.186062882,-0.227150842
40214,10.94935652,4.882942973,-2.101411364,-1.990429738,1.068124756,0.957541128,-0.077918322,-1.779602259,1.312767956,-0.461286505,-0.379889307,-1.739145352,0.017141621,0.194729088,-0.096989874,-0.407894592,0.162297717,0.111965494,0.502837769,-0.255843263
40215,10.85783055,5.027211416,-2.04332622,-1.891805712,1.050603065,1.015057331,0.080380112,-0.994086275,1.471360216,0.425972153,-0.634258244,-1.04185901,-0.002002158,0.317778955,0.025066028,-0.019989003,0.428760974,-0.00392415,0.419827785,-0.257182318
40216,10.78904277,5.049162264,-2.041990381,-1.912506701,1.042164014,0.954826043,0.115884749,-1.045265828,1.499352735,0.428939887,-0.58493067,-0.970326185,-0.051452434,0.228887501,0.036682628,-0.061956318,0.372158052,-0.105270168,0.421492763,-0.275204058
40217,10.78681973,4.889016555,-2.115680738,-2.154278432,1.0799489,0.70355197,0.015236926,-1.919395041,1.450389427,-0.457613504,-0.154911546,-1.511661278,-0.046336191,-0.124287064,-0.07217218,-0.425526687,0.051118608,-0.207709943,0.448331146,-0.363688535
40218,10.7386311,5.044963734,-2.050395336,-1.970495136,1.045420257,0.902596791,0.153653812,-1.057717433,1.571726462,0.392679604,-0.487311341,-0.874217523,-0.072388212,0.152283772,0.050905114,-0.076025494,0.347110925,-0.215841941,0.471739625,-0.328215503
40219,10.80264565,4.85474767,-2.094759004,-2.130099387,1.124355124,0.693216509,-0.068681848,-2.208757742,1.185018925,-0.295236878,-0.563592096,-1.689602806,-0.080528889,-0.065931616,0.052079509,-0.310636308,0.090148652,-0.103688882,0.609974006,-0.358367508
40220,10.83371529,4.903168615,-2.114339667,-2.065756372,1.050004815,0.876294315,0.012525039,-1.740058937,1.496015458,-0.542544526,-0.117882603,-1.543866405,-0.041658149,0.044794627,-0.108495494,-0.492215021,0.106487663,-0.098958596,0.566531235,-0.342491837
40221,10.82537832,4.884917638,-2.123809269,-2.11662902,1.085462488,0.809885125,0.008070371,-1.888437171,1.447355064,-0.498396074,-0.195080376,-1.563361552,-0.034555899,0.00432966,-0.035259025,-0.369572711,0.137224715,-0.098840483,0.640041636,-0.39581663
40222,10.82373611,4.898853181,-2.127428176,-2.10370068,1.067882201,0.843146071,0.022510316,-1.815669965,1.498266525,-0.547785712,-0.125739338,-1.531399554,-0.019746907,0.022568887,-0.04515269,-0.39676865,0.133338442,-0.099602415,0.634893896,-0.387674566
40223,10.63309475,5.020222993,-2.131451398,-2.044677428,0.806859354,0.334690212,-0.04000903,-1.363455255,1.356156154,-0.257754155,-0.596023371,-0.59771582,0.007690366,-0.025976066,0.340445366,-0.105628045,0.240690495,-0.361424375,0.139621811,-0.575615401
40224,10.85383442,4.847087491,-2.095231746,-2.177233885,1.170567116,0.75326091,-0.018140646,-2.151725164,1.242026523,-0.399769266,-0.489819083,-1.598553808,-0.077297393,0.00770107,0.041465465,-0.286816365,0.054339692,-0.081168383,0.569356726,-0.349281191
40225,10.79647656,4.949073145,-1.998212366,-2.024407185,1.109158974,0.948395868,0.13350527,-1.051091347,1.502616512,0.43353065,-0.575332418,-0.87515275,-0.202636424,0.231257048,0.066949463,-0.152120084,0.201012092,-0.222367623,0.417098007,-0.29895493
40226,10.92006635,4.845777461,-2.087743798,-2.105451612,1.109698056,0.930390044,0.007946784,-1.676806696,1.460890408,-0.561476986,-0.163377442,-1.521191174,-0.085085157,0.128679836,-0.204237397,-0.573081048,0.040485773,-0.094123331,0.446815787,-0.286329428
40227,10.95472354,4.772448005,-2.125406239,-2.031458311,0.882015633,0.503999025,-0.351714401,-1.957562069,0.879448926,-0.774957502,-0.945229208,-1.486579272,0.019002941,0.204857535,0.316079737,-0.270156898,0.047899327,0.078701767,0.354119264,-0.441740673
40228,10.7899305,4.951240242,-2.088212511,-1.968007773,0.848652268,0.533933452,-0.151614285,-1.307859547,1.14705549,-0.228187533,-0.934361213,-0.757778661,0.016385538,0.243281361,0.320983433,-0.193813854,0.251574809,-0.149435973,0.137543033,-0.437397994
40229,10.91967292,4.823113064,-2.084164079,-2.12143516,1.114166697,0.910143658,-0.017119933,-1.713344006,1.423478184,-0.533146773,-0.224927903,-1.539829988,-0.078294114,0.115735052,-0.188710414,-0.570363817,0.042743214,-0.111589948,0.462798077,-0.289250983
40230,10.8527564,4.789655024,-2.071569998,-2.210609734,1.134597654,0.716451898,-0.054592406,-1.938363678,1.321266729,-0.396269298,-0.356731882,-1.540794914,-0.073838782,-0.075138435,-0.130202353,-0.532496116,-0.017593113,-0.239437355,0.343272892,-0.291145728
40231,10.89135677,4.808295564,-2.075007755,-2.141698808,1.129683841,0.837158015,-0.058664652,-1.908933039,1.291025631,-0.43661996,-0.423563314,-1.59478386,-0.077032714,0.064736426,-0.097368877,-0.504466615,0.029502668,-0.122900608,0.487711006,-0.285647859
40232,10.90241463,4.854787616,-2.09029076,-2.096339668,1.080729304,0.94975412,0.000904815,-1.64281987,1.477937165,-0.599069123,-0.154646766,-1.49519135,-0.049195685,0.13159333,-0.170040967,-0.595998407,0.028825778,-0.114170476,0.46216208,-0.272019755
40233,10.9572094,4.825459974,-2.096942067,-2.107407759,1.110440693,0.973750589,-0.023939632,-1.656754249,1.458546473,-0.584346554,-0.197621997,-1.566646697,0.00245875,0.193191073,-0.152112319,-0.48369616,0.117738957,-0.009040802,0.507009334,-0.294679019
40234,10.87978246,4.824374428,-2.103936083,-2.197570515,1.158373942,0.811872687,-0.005658331,-1.977344401,1.35876698,-0.497532477,-0.340062586,-1.53727618,-0.04162026,0.04905333,-0.008338563,-0.340063149,0.078392482,-0.103445333,0.593553892,-0.3677687
40235,10.81021351,4.904647524,-2.019989708,-2.112986731,1.105979121,0.900629013,0.122806565,-0.964541582,1.612140954,0.374653804,-0.435045071,-0.819429941,-0.081943861,0.175137122,0.077948808,-0.089381436,0.253220637,-0.268618348,0.377138865,-0.34429791
40236,10.88359467,4.81390562,-2.094933388,-2.177587646,1.142601262,0.819152596,-0.032276722,-1.945165075,1.333418249,-0.474881793,-0.373599042,-1.561163053,-0.048975062,0.051631134,-0.040465648,-0.406322355,0.064421741,-0.11956122,0.564631117,-0.340913788
40237,10.8658363,4.810382494,-2.099347885,-2.226675962,1.125095583,0.776258004,0.009279849,-1.776507717,1.496783177,-0.540000767,-0.114908568,-1.443622118,-0.034053055,-0.036483347,-0.148915321,-0.506037197,0.025151971,-0.231146012,0.398553059,-0.342649729
40238,10.82421456,5.009280618,-2.108378856,-1.816543275,0.706204536,0.437978587,0.481970123,-0.508884954,0.524846642,-0.126865579,-0.341933527,-0.60142047,0.215377352,-0.136632037,0.296760821,0.01440947,0.217955201,-0.198186816,0.178117876,-0.199110804
40239,10.99663208,4.964481913,-2.117564752,-1.772664933,0.787096256,0.359080236,0.597267567,-0.422501425,0.710447471,-0.140407844,-0.814754609,-1.03314289,0.118185654,-0.165195423,0.108465554,0.156176137,0.156944664,-0.01061426,0.375191541,-0.089614289
40240,10.76688832,4.879994022,-2.068650662,-1.928993466,0.803194546,0.185477844,0.601471302,-0.624740069,0.774800494,-0.010393178,-0.767454599,-0.780999997,0.011109602,-0.250396977,0.227395237,-0.154914978,0.17686395,-0.407655565,0.082150521,-0.303485086
40241,10.88030279,4.863391379,-2.097637545,-1.834329618,0.76891477,0.371814335,0.535213805,-0.645051674,0.742857426,-0.335352012,-0.709566075,-1.054525818,0.059236975,-0.065360623,0.180828766,-0.262527227,0.196814695,-0.200724037,0.246915036,-0.279013437
40242,11.21212765,5.001346333,-2.180870501,-1.531650239,0.417300184,1.503451367,-1.284567498,-1.133494261,-3.282578475,0.670479766,2.431870393,0.571262818,0.26558052,0.35695689,-0.058601241,-0.230621549,0.508882336,-0.061398494,0.515726152,-0.203425684
40243,11.18212395,5.162349893,-2.202240537,-1.437171681,0.229368663,1.238944058,-1.355203451,-0.718164792,-3.397885244,0.866848364,1.997943135,1.16687843,0.318059522,0.292762293,0.228545072,0.074294796,0.588918054,-0.130159343,0.391011708,-0.390319709
40244,10.82077909,4.89653166,-2.084675141,-1.775952747,0.705519415,0.284399109,0.461364527,-0.791004735,0.560687963,-0.226378752,-0.957841368,-1.155283903,0.073522396,-0.212583535,0.241568165,-0.27388137,0.080180248,-0.242511973,0.276206603,-0.155219215
40245,11.16440472,5.027710938,-2.176390798,-1.623915246,0.41185532,1.376880974,-1.280055929,-1.073493806,-3.1792056,0.779125929,2.493794642,0.735970791,0.250002559,0.133938902,-0.065983429,-0.268454117,0.489893648,-0.28129505,0.42022801,-0.384902137
40246,10.98053864,4.940608519,-2.130793251,-1.671751067,0.650941292,0.377311111,0.465852876,-0.41957029,0.671170765,-0.347828135,-0.736445631,-1.289744941,0.149954641,-0.227367517,-0.003860422,-0.194530672,0.08292247,-0.064520487,0.388233554,-0.029801566
40247,11.16520492,5.069331773,-2.235152589,-1.580428745,0.261231357,0.931675639,-1.443281378,-1.148434998,-3.514920368,0.709632822,1.997984616,1.013163855,0.339726309,0.096955852,0.095134681,-0.003861501,0.642115892,-0.257799188,0.173879485,-0.532825186
40248,10.82654944,4.92220214,-2.103243745,-1.756129543,0.677028655,0.462852997,0.543027659,-0.458618075,0.85436474,-0.339572407,-0.563386311,-1.101408826,0.123083769,-0.165503946,0.122931142,-0.386584952,0.134142258,-0.267414042,0.36848585,-0.162622646
40249,11.26967943,5.011116318,-2.305534771,-1.550979436,0.214579243,1.114732612,-1.553427607,-1.704249121,-3.566209199,-0.254645318,2.382210287,0.255036094,0.386997651,0.033921065,-0.080277811,-0.486887818,0.317661744,-0.10116074,0.499253754,-0.404279961
40250,11.20202093,5.070933086,-2.228574255,-1.470575069,0.190352543,1.138837966,-1.443381676,-0.872008296,-3.434950481,0.599461121,2.111692885,1.004337671,0.252121285,0.276538075,0.117091702,-0.151208868,0.587120991,-0.208186285,0.353761444,-0.539536732
40251,11.17606821,5.154479037,-2.245688781,-1.457569816,0.201346817,1.167200646,-1.397594917,-0.945520546,-3.425116611,0.637417564,2.100079576,0.952824168,0.369927444,0.155451429,0.059015985,-0.088169951,0.575862371,-0.217272362,0.415129849,-0.40105431
40252,10.83015121,4.806322082,-2.050945907,-1.936131425,0.880228129,0.435616341,0.571179245,-0.750252597,0.802227035,0.007260536,-0.657108928,-1.219601158,0.042082563,-0.249952661,0.064540228,-0.389887997,0.129008806,-0.387699319,0.256214627,-0.175977209
40253,10.97681489,4.942431833,-2.063083968,-1.681462694,0.712810582,0.451222198,0.547093293,-0.233119201,0.701770315,-0.098163145,-0.806505527,-1.072396466,0.006220897,-0.116163659,0.076577364,-0.114514426,0.016123848,-0.040609626,0.293503435,-0.003942774
40254,11.15397174,4.976593403,-2.153720435,-1.6793014,0.426870388,1.277348053,-1.330021297,-1.15327985,-3.335686879,0.922189956,2.242604847,0.799735746,0.181558469,0.065018448,-0.041291756,-0.331285278,0.396610811,-0.444127856,0.376310961,-0.376140108
40255,11.11495258,5.046522816,-2.222313858,-1.50406127,0.217323392,0.959918337,-1.447546586,-1.167337292,-3.642435816,0.71081068,1.882538257,0.998821387,0.254642181,0.172270574,0.08087089,-0.161382396,0.526045343,-0.317385036,0.232428432,-0.34195257
