id,price_doc
30474,5299038.524576925
30475,8364393.128597859
30476,5132704.468885967
30477,5761610.814705212
30478,4885810.835757895
30479,8979835.526878098
30480,4023355.349276296
30481,4078131.5859415485
30482,4435065.017167855
30483,4590719.363160956
30484,6044039.958966872
30485,4657972.914559069
30486,3312347.2296557687
30487,4029508.4257262535
30488,6240159.864327736
30489,5966268.912034291
30490,24590887.61473814
30491,19702918.577364095
30492,5898130.381601535
30493,12922148.325381767
30494,6972710.220241606
30495,10323731.723606149
30496,8755290.092756566
30497,8178217.212564615
30498,4207169.543211826
30499,8081984.379838322
30500,12033610.568760656
30501,6661215.618328755
30502,2878427.9849826065
30503,5987930.219042248
30504,5765114.066469333
30505,11507139.55362977
30506,2994585.7853776733
30507,4657819.182607555
30508,5115736.327263724
30509,7729091.482209786
30510,9471973.139438324
30511,6412504.595304777
30512,6169660.926053841
30513,4006658.144535286
30514,3221584.751241215
30515,9974362.20053391
30516,5655602.075675532
30517,11003510.865472984
30518,7703633.136871083
30519,4278295.019127156
30520,7167067.991839698
30521,5584790.938887467
30522,7543666.947101551
30523,6247761.8759654565
30524,10470183.369852314
30525,9450445.889628178
30526,4703668.520552717
30527,4832902.1279503275
30528,6814603.206634276
30529,6336147.356595597
30530,5901450.497476914
30531,15511294.16009937
30532,4561224.093667243
30533,10231186.32387252
30534,6814388.843677441
30535,9644566.304140259
30536,5602735.019046972
30537,12152423.966539567
30538,4755785.248365613
30539,8615341.276357217
30540,9888340.28599308
30541,5498794.995875349
30542,2043485.8862406346
30543,5541573.794662912
30544,6899536.285046337
30545,7990479.911998803
30546,4062755.0706790495
30547,10550106.207149014
30548,4340651.040271781
30549,4983121.701198777
30550,13817841.213441852
30551,4952015.592916185
30552,1721439.7662027415
30553,7006655.399365728
30554,11562936.753612923
30555,5978977.725450483
30556,9239964.50798721
30557,7416633.011650926
30558,9010590.195061821
30559,5789124.280489317
30560,5653139.216817862
30561,6891618.9296215065
30562,12392132.275791395
30563,4628511.0284424005
30564,7086376.086749236
30565,6850886.800916562
30566,7261445.520055438
30567,1968415.8503563462
30568,9920235.464552155
30569,10721497.75819024
30570,6286501.875243197
30571,7580768.126734285
30572,4710497.4719774
30573,6177258.648991789
30574,6020675.050068485
30575,7155015.724832556
30576,4859561.80515776
30577,3940877.3572531757
30578,2977759.493034211
30579,7222570.053847643
30580,4501111.256986801
30581,5070024.935451424
30582,12606348.579733571
30583,7087766.532261388
30584,4261112.270628844
30585,2427424.6381709934
30586,9650575.556870082
30587,5761889.680314106
30588,7313686.234341553
30589,7631743.057813629
30590,13042686.760627465
30591,4980420.367109786
30592,6524463.202335704
30593,8355132.003701586
30594,6599126.41008813
30595,5186068.3427093495
30596,6625309.544476244
30597,6167374.606539664
30598,9847849.604133753
30599,10098875.743993036
30600,4432617.543741061
30601,5947470.220333847
30602,1785439.2059390636
30603,12257581.299196653
30604,4423107.885683434
30605,6404845.4044808475
30606,23801655.351942092
30607,6095907.530829038
30608,9168707.28836689
30609,6020796.459927002
30610,2796081.2237096676
30611,5160612.1753797205
30612,7378544.705677965
30613,9164136.91665146
30614,19061862.45516198
30615,7704728.180343734
30616,5274030.887212683
30617,10213469.931297643
30618,4543983.126355981
30619,4092170.108473778
30620,2503874.6708987104
30621,8684167.212090088
30622,7196637.725592657
30623,6053483.337023554
30624,6738331.968938938
30625,8006458.735229434
30626,5948896.755073046
30627,7270762.4425767055
30628,6085838.867956791
30629,4929871.776232855
30630,4552199.870930042
30631,6226024.242054763
30632,3873164.1005858774
30633,6154855.102814841
30634,11903524.674053831
30635,9880714.73156455
30636,5613641.147098279
30637,9712146.988174764
30638,5767662.491661732
30639,7482037.287910012
30640,4441921.927438724
30641,8074002.848636212
30642,6784660.483174408
30643,7957232.478705908
30644,9827104.556545174
30645,7667129.39478706
30646,5052938.500553397
30647,4606438.41843351
30648,27326804.414748825
30649,2239786.5180965434
30650,4720781.911651447
30651,3093870.016356684
30652,4379681.313926169
30653,6734086.349616434
30654,4302604.948560271
30655,12650527.618080374
30656,3675561.305451489
30657,5917238.5944946045
30658,10937347.784160942
30659,4672725.381283438
30660,9192672.963552356
30661,6280113.758514606
30662,8730440.083094126
30663,17343777.616740208
30664,11291904.303864706
30665,5995555.125357854
30666,2460062.6410606117
30667,3953983.951250448
30668,9508954.11398299
30669,4858034.712891942
30670,2295574.3947852016
30671,6870602.399809117
30672,15161498.149977578
30673,10608072.013193004
30674,11533829.353591435
30675,2015290.482943214
30676,6663026.80391579
30677,4058767.5803012745
30678,21638507.240773816
30679,5759904.380153618
30680,4828043.5931605
30681,2100382.9160427633
30682,9647000.158052292
30683,9847296.821781222
30684,4547172.351887162
30685,7550888.1140471315
30686,9490251.282474155
30687,4880637.793971026
30688,4312769.934291156
30689,13639995.410140978
30690,28869574.199618123
30691,4256614.285913964
30692,5835837.768567409
30693,11892869.799894063
30694,5089223.530199328
30695,7238875.980944292
30696,6238895.208059583
30697,11786840.961881297
30698,7651941.906961196
30699,5459416.961118835
30700,4746337.322578829
30701,9822846.769139348
30702,6293789.878585058
30703,3615808.343518433
30704,12125710.16126864
30705,8242784.093456527
30706,28587569.009990815
30707,3462413.908281168
30708,14747517.99387566
30709,5477787.223177878
30710,7355026.919473958
30711,4501416.549347536
30712,3795437.0894008023
30713,5625507.65546854
30714,6954463.931857583
30715,3541446.5909737092
30716,9861903.770757657
30717,6130026.33995582
30718,8900598.422573488
30719,15661770.388837036
30720,7502007.206672667
30721,4013897.5561662344
30722,7279687.123090888
30723,6180721.206845379
30724,12213505.169445438
30725,6410808.718314515
30726,12006013.823906088
30727,10020568.876322296
30728,11931112.198620502
30729,3308312.98132912
30730,5915038.372539704
30731,6105529.482605309
30732,4321567.315742677
30733,10341589.231449338
30734,6637367.0555625595
30735,5413798.768938889
30736,5254724.191042383
30737,6145772.649428898
30738,5731647.762140446
30739,4074008.8830464035
30740,6954048.9400952775
30741,11223193.667535575
30742,3858260.6370658074
30743,4715455.996607967
30744,9832149.218548851
30745,6625500.63778627
30746,5536052.013035524
30747,13865841.87740492
30748,18096984.167063836
30749,4483052.391324717
30750,6774330.149389988
30751,3237127.126645168
30752,6940692.026386156
30753,10427874.948360747
30754,5565009.9155390635
30755,4629598.027992721
30756,6071354.861924451
30757,5255767.542546534
30758,9363780.917252507
30759,5800671.571686929
30760,4319252.374291724
30761,9209042.942312267
30762,6792446.632003974
30763,12599605.953544855
30764,5985788.59409273
30765,5472608.661635
30766,3443779.244414784
30767,9520973.772731727
30768,4079333.6816804595
30769,8045475.073451601
30770,5958833.887862469
30771,2703225.999483048
30772,8244759.319133187
30773,7884035.461145491
30774,5388794.370566795
30775,13329490.946754638
30776,5527469.100335047
30777,6007982.640332897
30778,8843071.751293676
30779,6261678.903003101
30780,7336094.18737656
30781,6334445.237564657
30782,5205705.870711613
30783,5410442.816074112
30784,3465807.588483209
30785,4854616.87213718
30786,3975612.228825972
30787,5963931.969021941
30788,5569138.051937092
30789,7361462.56958367
30790,6119735.064678442
30791,10370732.132439937
30792,6719333.218894443
30793,11179035.690246351
30794,13618483.150911504
30795,12434647.101004042
30796,12663082.903677333
30797,15389025.970779218
30798,2481604.04520541
30799,10706445.655023256
30800,13640043.028730365
30801,5901882.966938615
30802,19049588.742663685
30803,2533877.5857632174
30804,3316701.553594499
30805,15453816.248392388
30806,6679033.326802521
30807,6010734.746172667
30808,10651139.412267564
30809,4783553.967926345
30810,11756395.611678965
30811,4163454.772152061
30812,5259918.879939364
30813,4722399.179324605
30814,2347374.6010971223
30815,3931815.429656865
30816,8303270.171495436
30817,1852654.7447903908
30818,7789995.343575354
30819,8228872.8523423495
30820,4813205.919404694
30821,27161632.44045431
30822,8503774.432241675
30823,7107155.805188016
30824,3324698.29846763
30825,4887236.7653177595
30826,10993421.500278566
30827,5046027.005344408
30828,5405224.173150519
30829,4965357.480145799
30830,9326041.219091246
30831,6069750.703096098
30832,5616660.66323834
30833,4835783.310868662
30834,3973924.0683492315
30835,7653505.916000293
30836,6542489.694779989
30837,5122313.889313169
30838,4307286.550906733
30839,5508144.809378325
30840,11168867.332145376
30841,11290427.005096762
30842,6811054.638363401
30843,5105919.778236488
30844,6427141.592491156
30845,9470156.512110338
30846,3973099.578563321
30847,5662080.292470036
30848,8456366.939959096
30849,4193014.90345337
30850,3803040.4346829383
30851,4504777.266801162
30852,6744380.895026598
30853,3828882.946569529
30854,5820610.845080104
30855,7617672.20911967
30856,9288860.840506997
30857,2014217.9987088828
30858,4003813.4397078464
30859,5788496.81145411
30860,5645557.743247628
30861,8483685.724216938
30862,5940699.064950812
30863,5268509.319198566
30864,5675321.110276649
30865,10027031.388512567
30866,6884285.880465435
30867,5423582.672831779
30868,8578115.801111287
30869,5263154.975237736
30870,5532983.834761439
30871,8206314.770907813
30872,4521704.105207026
30873,3544177.2203892916
30874,4775645.233523433
30875,6416289.568602242
30876,4727281.334165904
30877,10139182.913261857
30878,5491695.338811277
30879,9077827.706370974
30880,6000285.67539685
30881,1880479.1337853968
30882,10980492.585291663
30883,3385821.6952042966
30884,5530997.492232254
30885,5190046.656640714
30886,7513259.263986055
30887,5510383.048742069
30888,3858141.362740092
30889,4848361.572676204
30890,7226750.4951361315
30891,3408221.8656886877
30892,3525073.314645248
30893,4046887.141189366
30894,5286218.2448519375
30895,3995760.6978987316
30896,6124795.707566531
30897,7731356.578220442
30898,6897570.139675574
30899,6155453.118085613
30900,2992053.077288918
30901,6316516.64945766
30902,1994683.1676458847
30903,6619132.688872115
30904,8041245.913091372
30905,5516737.662986177
30906,6252363.924669352
30907,13204817.19534884
30908,3971962.3027122407
30909,13444418.9130273
30910,7168091.475644321
30911,4515223.847321255
30912,6197333.237701209
30913,18588685.178708993
30914,6134642.186835463
30915,7604393.717295876
30916,5218409.002355526
30917,8645845.173829103
30918,6701087.626997361
30919,4660585.370620679
30920,5231333.761345197
30921,3518917.1707874783
30922,5714867.457317685
30923,3075160.9269568687
30924,4886143.886568453
30925,13912954.44376981
30926,6479968.9801891055
30927,7603189.2048757505
30928,4553393.149976363
30929,4863197.9954542825
30930,10284295.273938706
30931,10969800.126115993
