id,price_doc
30474,6329481.743
30475,8924111.897
30476,5686359.018
30477,6065996.296
30478,5550823.656
30479,9009418.805
30480,5157098.454
30481,4542170.689
30482,5156936.469
30483,4784879.843
30484,6696905.861
30485,5058539.082
30486,4210070.971
30487,4242448.976
30488,6011420.628
30489,6184155.125
30490,21125765.84
30491,18218653.18
30492,6018523.627
30493,13975587.19
30494,7360267.642
30495,10605001.27
30496,9876999.622
30497,9004305.925
30498,4643932.422
30499,8601614.423
30500,11293749.56
30501,6944733.094
30502,3779042.19
30503,6804054.764
30504,5687261.507
30505,13204525.11
30506,3459248.312
30507,5226064.672
30508,5881716.276
30509,7750339.241
30510,8571715.603
30511,6818940.052
30512,6517836.304
30513,4883240.862
30514,3950008.803
30515,8807361.366
30516,6001053.877
30517,11763410.28
30518,9821418.119
30519,4999095.649
30520,7396383.575
30521,6070053.202
30522,7624512.061
30523,6896058.351
30524,9961936.249
30525,13968079.95
30526,5173531.135
30527,5340617.753
30528,6528732.783
30529,7255742.964
30530,6300561.012
30531,14708719.22
30532,5180419.06
30533,9369988.165
30534,5708742.302
30535,8619950.398
30536,6014300.404
30537,12032971.1
30538,6203270.834
30539,15183801.02
30540,8857155.034
30541,5696813.198
30542,2332105.507
30543,5998693.044
30544,8325389.731
30545,9664965.389
30546,4579098.16
30547,9102793.255
30548,4737333.554
30549,5435050.681
30550,11709138.91
30551,5232727.657
30552,1952400.232
30553,8080677.4
30554,12031913.53
30555,7119528.585
30556,9371732.42
30557,8361958.335
30558,9938625.769
30559,7151722.564
30560,6606419.169
30561,6954756.195
30562,10541883.41
30563,4979303.536
30564,6772675.343
30565,7538525.762
30566,8138502.276
30567,1968984.774
30568,11191236.44
30569,9590539.984
30570,6654898.449
30571,7533583.613
30572,5355918.329
30573,6360490.156
30574,6958004.84
30575,9173834.441
30576,5553966.975
30577,4718275.362
30578,3576794.023
30579,7804318.918
30580,5237866.808
30581,5459929.571
30582,14518455.18
30583,6790744.07
30584,4983473.37
30585,3126606.73
30586,9951902.003
30587,6282156.054
30588,9855990.524
30589,7935661.973
30590,13311081.49
30591,5652462.997
30592,7328280.306
30593,9920311.436
30594,7106454.706
30595,5648850.022
30596,7074178.792
30597,6360490.156
30598,8839278.624
30599,11629478.17
30600,3540456.522
30601,6495588.575
30602,1974946.698
30603,12710799.85
30604,5073424.904
30605,6428720.71
30606,23108333.37
30607,7421131.907
30608,8504202.138
30609,6355782.675
30610,3315542.213
30611,6011492.523
30612,7595561.545
30613,10256716.64
30614,15866530.1
30615,7612020.358
30616,6108236.358
30617,9570605.401
30618,5414343.212
30619,4166225.996
30620,3632208.604
30621,8618105.233
30622,9846723.648
30623,6466415.608
30624,7540430.835
30625,7290632.599
30626,7431971.896
30627,8360171.217
30628,6336692.219
30629,5893486.493
30630,4208863.493
30631,6057803.136
30632,4265478.252
30633,6425074.793
30634,11809582.43
30635,8863076.56
30636,5697399.994
30637,9166728.55
30638,6735284.733
30639,7928089.605
30640,4937526.281
30641,8534020.87
30642,6596703.382
30643,8504994.49
30644,8839278.624
30645,7042571.858
30646,5570249.688
30647,5449487.532
30648,20375077.43
30649,2594580.064
30650,5075162.198
30651,4032429.699
30652,4647447.182
30653,8585633.743
30654,4956569.668
30655,13758825.87
30656,4180194.041
30657,6599900.265
30658,8910557.936
30659,4935570.781
30660,8599328.278
30661,7522447.168
30662,8794187.312
30663,15649597.42
30664,11571703.41
30665,6650422.069
30666,2566076.203
30667,4524149.458
30668,10008753.79
30669,5197818.381
30670,2874897.311
30671,7151374.71
30672,13880896.46
30673,11872297.32
30674,11876151.64
30675,2011974.7
30676,7542669.346
30677,4478472.248
30678,18263023.94
30679,6304557.586
30680,6408475.868
30681,2815900.512
30682,8034631.1
30683,8918311.666
30684,5615666.672
30685,7557192.327
30686,8807361.366
30687,5452898.965
30688,4953891.18
30689,14684611.12
30690,20375077.43
30691,4854941.869
30692,7722882.308
30693,9969155.354
30694,6226655.364
30695,7262070.379
30696,8085489.948
30697,12996582.55
30698,8288448.025
30699,6306945.033
30700,5512305.941
30701,8839278.624
30702,6692468.838
30703,4181862.488
30704,11397191.37
30705,8642445.693
30706,25245759.02
30707,4293026.283
30708,14189156.26
30709,6058116.87
30710,6030222.572
30711,5580936.167
30712,4015194.785
30713,7520678.587
30714,7220975.379
30715,3951391.578
30716,8862758.693
30717,6884963.296
30718,11241176.77
30719,15749419.8
30720,7450070.22
30721,7817745.553
30722,8191952.463
30723,6401794.361
30724,12692921.72
30725,6342333.513
30726,12520115.71
30727,8707831.584
30728,12661713.76
30729,4038349.351
30730,6248458.816
30731,7180116.84
30732,4994651.012
30733,11385939.19
30734,7566369.942
30735,5773784.61
