id,price_doc
30474,6561140.446
30475,6386773.204
30476,7093943.149
30477,6280954.883
30478,6338770.802
30479,10425550.3
30480,7042775.386
30481,5696554.813
30482,6510302.016
30483,6224549.76
30484,8878816.604
30485,6338770.802
30486,6224176.762
30487,6478753.863
30488,6156048.437
30489,5794911.919
30490,7542258.011
30491,9539813.604
30492,6478753.863
30493,8959082.385
30494,6338770.802
30495,9392392.76
30496,7485748.197
30497,6698938.891
30498,6966716.034
30499,8160999.193
30500,7387317.608
30501,7762310.308
30502,6666225.428
30503,10026768.83
30504,7572605.554
30505,7552147.077
30506,4307657.352
30507,6338770.802
30508,7042775.386
30509,7216023.646
30510,8878816.604
30511,7901250.053
30512,7552147.077
30513,7042775.386
30514,4307657.352
30515,8878816.604
30516,6145788.358
30517,10425550.3
30518,9710500.687
30519,7973259.655
30520,7863920.343
30521,8371695.945
30522,6537213.284
30523,8459172.454
30524,7959796.012
30525,15910871.87
30526,6338770.802
30527,5890754.869
30528,7262437.729
30529,8117908.013
30530,8080902.557
30531,9374194.719
30532,5683727.732
30533,9403119.091
30534,6338770.802
30535,8878816.604
30536,5794911.919
30537,7921238.335
30538,7807487.71
30539,14169117.13
30540,8878816.604
30541,11982455.97
30542,4307657.352
30543,7616461.15
30544,7140097.795
30545,12055941.07
30546,5890754.869
30547,7863920.343
30548,5794911.919
30549,6386773.204
30550,7520973.63
30551,6329427.871
30552,4307657.352
30553,11815974.98
30554,7161253.816
30555,7042775.386
30556,10425550.3
30557,7896475.429
30558,7552147.077
30559,9731019.87
30560,10058707.71
30561,7910735.587
30562,9516591.319
30563,5696554.813
30564,7881620.741
30565,6480336.134
30566,5794911.919
30567,4307657.352
30568,12536329.03
30569,8184909.605
30570,8509999.738
30571,7387317.608
30572,6338770.802
30573,8878816.604
30574,7819335.261
30575,7333400.644
30576,6478753.863
30577,7205517.671
30578,4307657.352
30579,7961481.57
30580,8158721.999
30581,6886324.502
30582,10358749.58
30583,6338770.802
30584,7080531.415
30585,6226135.764
30586,7215949.873
30587,5890754.869
30588,9329021.076
30589,7305746.437
30590,7489804.687
30591,7674858.67
30592,7665420.808
30593,7485748.197
30594,6158610.208
