id,price_doc
30474,5527376.673916584
30475,8516352.872644957
30476,5150077.29289749
30477,5873356.312646983
30478,5468197.055183403
30479,8905474.733656395
30480,4775443.35802467
30481,4502990.292129935
30482,5080467.902450259
30483,4878452.316274164
30484,6719508.2418018095
30485,4891340.576972763
30486,4213755.263312829
30487,4214574.848136198
30488,5856989.449459306
30489,6110387.37056754
30490,20870093.74038525
30491,17693244.974420916
30492,5927964.100595569
30493,13857729.259620173
30494,7307014.770377473
30495,9843376.909233212
30496,9169831.2148159
30497,8630454.04470429
30498,4505857.109692133
30499,7658335.179542454
30500,11162756.028984467
30501,6767737.36768632
30502,3462429.684134776
30503,5786818.063236332
30504,5641827.829394768
30505,11403734.469999056
30506,3208083.518290579
30507,5190120.022977759
30508,5827033.833568036
30509,7403251.751545135
30510,8954415.860427374
30511,6408445.421754753
30512,5667629.885969421
30513,4629007.169762037
30514,3568734.153242305
30515,9192381.286919475
30516,6137796.710568567
30517,10442480.153809052
30518,8527750.621423222
30519,4564896.154264725
30520,7226887.67670695
30521,4853802.727135693
30522,7355706.908114542
30523,6590238.206776576
30524,9286427.201305112
30525,10913439.854722528
30526,5184527.863513381
30527,5329081.8210330615
30528,6378555.061726302
30529,6798909.856846229
30530,5821985.148978771
30531,13587570.529532451
30532,5084964.871610595
30533,9301655.53514556
30534,6384061.926090708
30535,9040130.79669139
30536,6099227.797353035
30537,11069508.795201052
30538,5577901.955446001
30539,12063820.930034129
30540,9234969.154499285
30541,4800016.060068492
30542,2282019.255645715
30543,5500910.321583847
30544,7449665.70830697
30545,8707199.144500123
30546,4427765.627850895
30547,8709071.623705264
30548,4789673.340142827
30549,5336810.849870043
30550,11517719.938621048
30551,5199387.25162481
30552,2046980.2335879963
30553,7357402.202861298
30554,10497639.361923194
30555,6801551.258107914
30556,9068106.961279629
30557,7510866.381526633
30558,8691363.336159987
30559,6400296.128350961
30560,6263557.914913879
30561,6836148.510397073
30562,10727755.171420753
30563,4937185.66263986
30564,6731472.100674258
30565,6971376.699411484
30566,7880671.039571012
30567,2117775.516098092
30568,9965242.429638071
30569,8863181.748221435
30570,6665602.575149544
30571,7636941.670132433
30572,5347186.074276554
30573,6460746.62104849
30574,6617282.072369382
30575,7862273.660970677
30576,4616961.311198508
30577,4018155.095787778
30578,3289680.8642335893
30579,7396639.070674221
30580,4353459.830475468
30581,5288705.7049401775
30582,12971498.590158867
30583,6984210.6756267175
30584,4385065.3420504015
30585,3123605.9866959476
30586,8862287.210797364
30587,6171140.648846719
30588,8177217.307161896
30589,7732923.350690422
30590,11365121.995833097
30591,5328270.80474291
30592,6740600.581740581
30593,8919859.362094445
30594,6849771.020334734
30595,5364030.069619388
30596,7097878.116298649
30597,6486322.938893492
30598,9160929.57070035
30599,10853023.729394754
30600,4095026.721489737
30601,6382951.302180054
30602,2076380.942685263
30603,12326407.722766167
