id,price_doc
30474,5806602.404
30475,8547238.539
30476,5554667.657
30477,3789953.887
30478,5602261.438
30479,9705424.638
30480,4280721.543
30481,4095123.949
30482,5702837.293
30483,5218362.76
30484,7230953.938
30485,5118229.705
30486,4206158.012
30487,4097634.118
30488,6342151.276
30489,6284635.139
30490,22572216.27
30491,19447422.84
30492,6344638.076
30493,14921277.38
30494,7232327.156
30495,9793941.469
30496,8541125.762
30497,8264199.856
30498,4475714.227
30499,7152045.168
30500,11813985.67
30501,7075440.81
30502,3046406.253
30503,6990166.6
30504,5544462.894
30505,11504002.97
30506,3100062.631
30507,5112185.283
30508,5728832.057
30509,8419542.749
30510,9518941.112
30511,5105452.204
30512,5926549.664
30513,4152666.482
30514,3290122.962
30515,9192774.273
30516,6467372.844
30517,9328197.766
30518,10406457.4
30519,4767995.976
30520,8419159.466
30521,4806844.25
30522,7241887.059
30523,5555117.836
30524,9199270.455
30525,10998901.45
30526,5167731.17
30527,5019928.197
30528,6752260.544
30529,6197293.601
30530,6061207.202
30531,14413601.97
30532,4868745.705
30533,10670818.58
30534,6718467.544
30535,9605716.026
30536,6086992.937
30537,11187828.23
30538,5914961.127
30539,11431991.73
30540,10131946.13
30541,3693920.807
30542,1877600.718
30543,5780339.449
30544,6808061.69
30545,8542131.921
30546,4519977.863
30547,9770103.936
30548,4848972.249
30549,5605278.108
30550,12007303.9
30551,5465065.031
30552,1607266.029
30553,7559796.093
30554,11729790.62
30555,6678188.054
30556,9390143.114
30557,6448638.238
30558,9007510.605
30559,8300893.314
30560,7307722.807
30561,6508385.826
30562,12309861.71
30563,5022492.824
30564,7674278.991
30565,7216193.4
30566,7296996.372
30567,1769548.111
30568,10472095.47
30569,10359624.76
30570,6888380.683
30571,7698324.678
30572,5385681.964
30573,7005756.965
30574,7080212.482
30575,8101211.58
30576,5569749.222
30577,3007899.565
30578,3258283.334
30579,7045926.183
30580,1268928.263
30581,5255367.708
30582,14188619.26
30583,7224632.05
30584,4399962.356
30585,3429492.17
30586,10224742.98
30587,5895494.41
30588,8206824.901
30589,8330992.301
30590,11742316.57
30591,5381112.412
30592,7405229.521
30593,8052010.772
30594,6689535.962
30595,4233538.482
30596,8149499.461
30597,7148148.813
30598,9935809.048
30599,10966496.69
30600,1000000
30601,5655958.308
30602,1605036.833
30603,12580307.57
30604,4468330.681
30605,7154793.964
30606,19644332.92
30607,4702842.538
30608,9767481.254
30609,6407599.694
30610,2840614.394
30611,5532712.535
30612,7971154.469
30613,12299168.5
30614,18092912.39
30615,6582200.489
30616,5788158.255
30617,9756873.489
30618,5179382.367
30619,3271094.947
30620,3042610.002
30621,8151046.908
30622,6763789.116
30623,6466540.641
30624,6845638.766
30625,7269150.583
30626,5669097.528
30627,7166864.44
30628,7018391.4
30629,5385400.463
30630,3617057.531
30631,6492625.371
30632,1990588.454
30633,6579267.936
30634,12025990.36
30635,10054746.73
30636,5455638.363
30637,9674505.633
30638,5142586.333
30639,7905928.825
30640,4835824.778
30641,8708970.823
30642,7175255.215
30643,7155690.808
30644,9904878.624
30645,7302265.006
30646,5465548.959
30647,5709159.613
30648,25944818.34
30649,2644049.027
30650,5213920.872
30651,2896989.313
30652,4584963.906
30653,6195474.087
30654,5198890.854
