id,price_doc
30474,6141094.581793572
30475,8790188.01577786
30476,5639858.306284886
30477,5144221.457606673
30478,5568795.216662808
30479,9247450.447165225
30480,4831248.525364275
30481,4380212.617421192
30482,5342019.355326407
30483,4932527.379718775
30484,6879409.135809589
30485,5079377.043872743
30486,4208699.323822313
30487,4191127.540177831
30488,6125309.318375699
30489,6219182.545282162
30490,21621785.148933616
30491,18640158.053902317
30492,6130851.826905189
30493,14299965.117636038
30494,7315177.408175488
30495,10313405.863878759
30496,9386618.963811483
30497,8737693.024766086
30498,4584275.408420538
30499,8062928.343070963
30500,11473397.430003315
30501,6990260.363495735
30502,3504154.6744594174
30503,6868703.797622884
30504,5636806.239869489
30505,12581748.036737239
30506,3328872.336690094
30507,5185871.620115467
30508,5827681.608446218
30509,7978569.68820958
30510,8892416.791968402
30511,6161315.139510221
30512,6304200.260118894
30513,4613645.621335805
30514,3704917.56985043
30515,8940548.382359112
30516,6160511.24452858
30517,10845064.06435002
30518,10022594.262050068
30519,4916862.703826647
30520,7739823.983905173
30521,5593481.220623152
30522,7488179.532179577
30523,6392820.546671738
30524,9687732.164884618
30525,12845946.235776586
30526,5171497.890788672
30527,5225970.241300953
30528,6606209.467128044
30529,6865690.90483804
30530,6215626.266650764
30531,14604618.70070827
30532,5068990.446687617
30533,9806726.790723708
30534,6044029.080391972
30535,8953315.888715297
30536,6039674.984362073
30537,11729774.819735251
30538,6100672.058486579
30539,13746322.38651171
30540,9284512.346037518
30541,4894404.115271793
30542,2161506.881229053
30543,5921251.398208273
30544,7758598.648991802
30545,9255611.717841104
30546,4558292.913786296
30547,9331287.784243997
30548,4776159.915347372
30549,5494107.548300331
30550,11812773.74861487
30551,5313000.259345539
30552,1823743.7812881263
30553,7894180.015557551
30554,11925163.891241957
30555,6961643.412459486
30556,9378180.037245035
30557,7634226.764091008
30558,9601857.609085275
30559,7535094.29562924
30560,6844168.788586095
30561,6794952.050350167
30562,11130499.530391265
30563,4994396.087320577
30564,7075886.63794304
30565,7423963.0226820195
30566,7833102.363451755
30567,1896658.9499441031
